21, 8, 14
21, 8, 16
21, 8, 22
21, 10, 26
21, 11, 17
21, 11, 23
21, 11, 25
21, 12, 26
21, 14, 8
21, 14, 20
21, 14, 24
21, 15, 17
21, 15, 23
21, 15, 25
21, 16, 8
21, 16, 20
21, 16, 24
21, 17, 5
21, 17, 7
21, 17, 11
21, 17, 15
21, 17, 19
21, 17, 21
21, 19, 17
21, 19, 23
21, 19, 25
21, 20, 14
21, 20, 16
21, 20, 22
21, 21, 17
21, 21, 23
21, 21, 25
21, 22, 8
21, 22, 20
21, 22, 24
21, 23, 5
21, 23, 7
21, 23, 11
21, 23, 15
21, 23, 19
21, 23, 21
21, 24, 14
21, 24, 16
21, 24, 22
21, 25, 5
21, 25, 7
21, 25, 11
21, 25, 15
21, 25, 19
21, 25, 21
21, 26, 4
21, 26, 10
21, 26, 12
22, 1, 26
22, 2, 17
22, 2, 23
22, 2, 25
22, 3, 26
22, 5, 8
22, 5, 20
22, 5, 24
22, 6, 17
22, 6, 23
22, 6, 25
22, 7, 8
22, 7, 20
22, 7, 24
22, 8, 5
22, 8, 7
22, 8, 11
22, 8, 15
22, 8, 19
22, 8, 21
22, 9, 26
22, 11, 8
22, 11, 20
22, 11, 24
22, 15, 8
22, 15, 20
22, 15, 24
22, 17, 2
22, 17, 6
22, 17, 18
22, 18, 17
22, 18, 23
22, 18, 25
22, 19, 8
22, 19, 20
22, 19, 24
22, 20, 5
22, 20, 7
22, 20, 11
22, 20, 15
22, 20, 19
22, 20, 21
22, 21, 8
22, 21, 20
22, 21, 24
22, 23, 2
22, 23, 6
22, 23, 18
22, 24, 5
22, 24, 7
22, 24, 11
22, 24, 15
22, 24, 19
22, 24, 21
22, 25, 2
22, 25, 6
22, 25, 18
22, 26, 1
22, 26, 3
22, 26, 9
23, 1, 17
23, 1, 23
23, 1, 25
23, 2, 14
23, 2, 16
23, 2, 22
23, 3, 17
23, 3, 23
23, 3, 25
23, 4, 8
23, 4, 20
23, 4, 24
23, 5, 5
23, 5, 7
23, 5, 11
23, 5, 15
23, 5, 19
23, 5, 21
23, 6, 14
23, 6, 16
23, 6, 22
23, 7, 5
23, 7, 7
23, 7, 11
23, 7, 15
23, 7, 19
23, 7, 21
23, 8, 4
23, 8, 10
23, 8, 12
23, 9, 17
23, 9, 23
23, 9, 25
23, 10, 8
23, 10, 20
23, 10, 24
23, 11, 5
23, 11, 7
23, 11, 11
23, 11, 15
23, 11, 19
23, 11, 21
23, 12, 8
23, 12, 20
23, 12, 24
23, 14, 2
23, 14, 6
23, 14, 18
23, 15, 5
23, 15, 7
23, 15, 11
23, 15, 15
23, 15, 19
23, 15, 21
23, 16, 2
23, 16, 6
23, 16, 18
23, 17, 1
23, 17, 3
23, 17, 9
23, 18, 14
23, 18, 16
23, 18, 22
23, 19, 5
23, 19, 7
23, 19, 11
23, 19, 15
23, 19, 19
23, 19, 21
23, 20, 4
23, 20, 10
23, 20, 12
23, 21, 5
23, 21, 7
23, 21, 11
23, 21, 15
23, 21, 19
23, 21, 21
23, 22, 2
23, 22, 6
23, 22, 18
23, 23, 1
23, 23, 3
23, 23, 9
23, 24, 4
23, 24, 10
23, 24, 12
23, 25, 1
23, 25, 3
23, 25, 9
24, 4, 17
24, 4, 23
24, 4, 25
24, 5, 14
24, 5, 16
24, 5, 22
24, 7, 14
24, 7, 16
24, 7, 22
24, 8, 13
24, 10, 17
24, 10, 23
24, 10, 25
24, 11, 14
24, 11, 16
24, 11, 22
24, 12, 17
24, 12, 23
24, 12, 25
24, 13, 8
24, 13, 20
24, 13, 24
24, 14, 5
24, 14, 7
24, 14, 11
24, 14, 15
24, 14, 19
24, 14, 21
24, 15, 14
24, 15, 16
24, 15, 22
24, 16, 5
24, 16, 7
24, 16, 11
24, 16, 15
24, 16, 19
24, 16, 21
24, 17, 4
24, 17, 10
24, 17, 12
24, 19, 14
24, 19, 16
24, 19, 22
24, 20, 13
24, 21, 14
24, 21, 16
24, 21, 22
24, 22, 5
24, 22, 7
24, 22, 11
24, 22, 15
24, 22, 19
24, 22, 21
24, 23, 4
24, 23, 10
24, 23, 12
24, 24, 13
24, 25, 4
24, 25, 10
24, 25, 12
25, 1, 17
25, 1, 23
25, 1, 25
25, 2, 14
25, 2, 16
25, 2, 22
25, 3, 17
25, 3, 23
25, 3, 25
25, 4, 8
25, 4, 20
25, 4, 24
25, 5, 5
25, 5, 7
25, 5, 11
25, 5, 15
25, 5, 19
25, 5, 21
25, 6, 14
25, 6, 16
25, 6, 22
25, 7, 5
25, 7, 7
25, 7, 11
25, 7, 15
25, 7, 19
25, 7, 21
25, 8, 4
25, 8, 10
25, 8, 12
25, 9, 17
25, 9, 23
25, 9, 25
25, 10, 8
25, 10, 20
25, 10, 24
25, 11, 5
25, 11, 7
25, 11, 11
25, 11, 15
25, 11, 19
25, 11, 21
25, 12, 8
25, 12, 20
25, 12, 24
25, 14, 2
25, 14, 6
25, 14, 18
25, 15, 5
25, 15, 7
25, 15, 11
25, 15, 15
25, 15, 19
25, 15, 21
25, 16, 2
25, 16, 6
25, 16, 18
25, 17, 1
25, 17, 3
25, 17, 9
25, 18, 14
25, 18, 16
25, 18, 22
25, 19, 5
25, 19, 7
25, 19, 11
25, 19, 15
25, 19, 19
25, 19, 21
25, 20, 4
25, 20, 10
25, 20, 12
25, 21, 5
25, 21, 7
25, 21, 11
25, 21, 15
25, 21, 19
25, 21, 21
25, 22, 2
25, 22, 6
25, 22, 18
25, 23, 1
25, 23, 3
25, 23, 9
25, 24, 4
25, 24, 10
25, 24, 12
25, 25, 1
25, 25, 3
25, 25, 9
26, 1, 14
26, 1, 16
26, 1, 22
26, 2, 13
26, 3, 14
26, 3, 16
26, 3, 22
26, 4, 5
26, 4, 7
26, 4, 11
26, 4, 15
26, 4, 19
26, 4, 21
26, 5, 4
26, 5, 10
26, 5, 12
26, 6, 13
26, 7, 4
26, 7, 10
26, 7, 12
26, 9, 14
26, 9, 16
26, 9, 22
26, 10, 5
26, 10, 7
26, 10, 11
26, 10, 15
26, 10, 19
26, 10, 21
26, 11, 4
26, 11, 10
26, 11, 12
26, 12, 5
26, 12, 7
26, 12, 11
26, 12, 15
26, 12, 19
26, 12, 21
26, 13, 2
26, 13, 6
26, 13, 18
26, 14, 1
26, 14, 3
26, 14, 9
26, 15, 4
26, 15, 10
26, 15, 12
26, 16, 1
26, 16, 3
26, 16, 9
26, 18, 13
26, 19, 4
26, 19, 10
26, 19, 12
26, 21, 4
26, 21, 10
26, 21, 12
26, 22, 1
26, 22, 3
26, 22, 9
1, 14, 26
